release_year,runtime_minutes,success_class,log_budget,log_google_trends_average,is_summer_release,is_holiday_release,genre_count,is_franchise,num_production_companies,country_count,language_count,is_english,director_avg_gross,writer_avg_gross,creative_type_encoded,genre_Action,genre_Adventure,genre_Black Comedy,genre_Comedy,genre_Concert/Performance,genre_Documentary,genre_Drama,genre_Horror,genre_Multiple Genres,genre_Musical,genre_Reality,genre_Romantic Comedy,genre_Thriller/Suspense,genre_Unknown,genre_Western,primary_genre_encoded
2005,125.0,0.0,18.258161826219297,3.655255950542368,0,1,1,0,3,2,1,1,19.54161061893736,16.87018891230801,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2001,125.0,0.0,18.258161826219297,3.033711521619207,0,0,1,0,1,2,1,1,18.69410580397158,0.0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1993,125.0,0.0,18.258161826219297,3.033711521619207,1,0,1,0,3,2,1,1,18.48086333557109,19.093748779795618,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,105.0,0.0,18.258161826219297,3.033711521619207,0,0,1,0,0,1,1,0,16.864545418424914,17.619566947134643,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2011,100.0,0.0,18.258161826219297,3.1055987511325234,0,1,1,0,3,3,1,1,19.53089217175872,18.603965696875274,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,110.0,1.0,18.258161826219297,3.2531214033813685,0,0,1,1,4,2,1,1,16.979447446599522,17.773497792254847,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,125.0,0.0,18.258161826219297,3.033711521619207,0,1,1,0,1,2,1,1,18.894854124960553,17.007364587794754,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2010,105.0,0.0,18.258161826219297,0.0,1,0,1,0,0,1,1,0,0.0,19.32114604980701,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2002,109.0,0.0,18.258161826219297,3.033711521619207,0,0,1,0,0,3,2,1,18.798801773033574,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,95.0,0.0,18.258161826219297,3.033711521619207,0,0,1,0,1,2,1,1,18.080860613383063,18.77513143994696,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1995,96.0,0.0,18.258161826219297,3.033711521619207,1,0,1,0,2,2,1,1,0.0,19.116405149050877,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,112.0,0.0,18.258161826219297,3.4657359027997265,1,0,1,0,5,5,1,1,17.716173655488525,17.716173655488525,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2007,125.0,0.0,18.258161826219297,2.8236803833974924,0,0,1,0,1,2,1,1,18.8343735062873,17.815672022532965,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2003,105.0,0.0,18.258161826219297,3.033711521619207,0,0,1,0,0,1,1,0,17.912898296549226,16.4256619650228,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1997,98.0,0.0,18.258161826219297,3.033711521619207,1,0,1,0,1,2,1,1,0.0,0.0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2017,105.0,1.0,18.24632736871235,3.784189633918261,0,1,1,0,0,1,1,0,0.0,18.72398727049807,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2002,86.0,1.0,18.24632736871235,3.033711521619207,1,0,1,1,1,2,1,1,0.0,17.900332692103095,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,106.0,0.0,18.24632736871235,3.033711521619207,1,0,1,1,0,2,1,1,17.334840456900714,19.427959674766992,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2013,116.0,0.0,18.24632736871235,3.457638692567107,1,0,1,1,2,2,1,1,17.244669454618762,20.006786084956385,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,106.0,1.0,18.228308863426122,3.354984538507024,1,0,1,0,4,2,1,1,18.57788862163534,19.998563196690423,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2006,97.0,0.0,18.228308863426122,3.033711521619207,0,1,1,0,4,2,1,1,0.0,0.0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2008,88.0,1.0,18.228308863426122,3.3402366818724682,0,0,1,1,3,2,1,1,17.44427319753494,19.012180160771692,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,105.0,0.0,18.228308863426122,1.9178709289909204,1,0,1,0,0,1,1,0,18.418918782609744,18.418918782609744,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2005,105.0,1.0,18.22222981742365,3.15356281033965,1,0,1,0,0,1,1,0,18.357056555855284,15.551686842615293,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2010,105.0,1.0,18.22222981742365,3.451522465549671,1,0,1,0,0,1,1,0,18.21376335677324,18.739834721956626,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2020,105.0,1.0,18.22222981742365,3.033711521619207,0,0,1,0,0,1,1,0,0.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2021,105.0,0.0,18.22222981742365,0.0,1,0,1,0,0,1,1,0,20.005835207233744,20.174596395757668,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2000,105.0,0.0,18.22222981742365,3.033711521619207,0,1,1,0,0,1,1,0,16.5859233081902,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2003,102.0,1.0,18.20995972498239,3.033711521619207,1,0,1,1,3,2,1,1,18.75969682963048,18.534346230026767,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2012,105.0,1.0,18.197537205138154,4.168414131180672,0,0,1,0,0,1,1,0,18.81754458700874,18.65846552969262,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2011,105.0,1.0,18.197537205138154,2.4037432426807936,1,0,1,0,0,1,1,0,18.609383961537254,18.655944611536793,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1996,111.0,1.0,18.197537205138154,3.033711521619207,1,0,1,1,1,2,1,1,16.468824996869532,18.455190672006836,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,105.0,1.0,18.197537205138154,3.8045096364092186,0,0,1,0,0,1,1,0,0.0,20.589002971146318,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2015,89.0,1.0,18.197537205138154,3.7529138159264854,0,0,1,1,3,2,1,1,19.748129556172938,19.748129556172938,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,125.0,1.0,18.197537205138154,3.033711521619207,1,0,1,1,0,2,1,1,18.604221220375795,19.8349523782295,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,105.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,0,1,1,0,17.008304843447394,18.158478885189627,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2019,105.0,1.0,18.197537205138154,2.8741112370243846,1,0,1,0,0,1,1,0,20.472057238510484,20.165151651726493,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2006,85.0,1.0,18.197537205138154,3.286232950650149,1,0,1,0,2,2,1,1,18.5247443979024,19.00055039087473,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,105.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,0,1,1,0,0.0,20.044973565745074,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1998,123.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,1,2,1,1,17.958127197791185,18.034318801313248,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,100.0,1.0,18.197537205138154,3.217584669104581,1,0,1,1,2,2,1,1,18.469261759115863,18.651027423471874,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2011,87.0,1.0,18.197537205138154,3.6791549042219414,0,1,1,1,3,2,1,1,19.008985009073424,20.062514530172,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,110.0,1.0,18.197537205138154,3.0021631638842816,1,0,1,0,4,2,1,1,18.47599776892695,18.670683550210835,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2005,90.0,1.0,18.197537205138154,3.1645218241293693,0,0,1,0,2,2,1,1,19.771649291340864,19.14897665164127,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,125.0,1.0,18.197537205138154,2.966270240823675,0,0,1,0,3,2,1,1,17.127068185670062,18.935282381596235,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
2003,123.0,1.0,18.197537205138154,3.033711521619207,0,1,1,0,3,2,1,1,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
2008,88.0,1.0,18.197537205138154,3.1113624558492736,0,1,1,0,1,2,1,1,0.0,16.677255049049457,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1997,105.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,0,1,1,0,18.81505792759304,19.67861404322195,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2008,99.0,1.0,18.197537205138154,2.725108184006787,0,1,1,0,3,2,1,1,18.647340262526537,18.538074329401837,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,119.0,1.0,18.197537205138154,2.9989528882540335,1,0,1,1,3,2,1,1,18.410731877698126,18.749413237550122,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2002,116.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,3,2,1,1,19.69116588016916,18.511524388190047,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2011,115.0,1.0,18.197537205138154,3.2019593512015,0,0,1,0,2,2,1,1,18.253839779835015,18.364119143748432,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
2003,125.0,1.0,18.197537205138154,3.033711521619207,0,0,1,0,5,2,1,1,16.722990248187003,17.041832522622393,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,117.0,1.0,18.197537205138154,2.7964942430933357,0,0,1,0,2,2,1,1,16.00786142423005,18.548392108019645,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
1997,115.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,1,2,1,1,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,85.0,1.0,18.197537205138154,3.396887030161033,0,1,1,1,3,2,1,1,19.30931632505021,19.351092834450377,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,125.0,1.0,18.197537205138154,3.033711521619207,0,1,1,0,2,2,1,1,18.967353674704512,18.967353674704512,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2010,105.0,0.0,18.197537205138154,3.039903491867128,0,0,1,0,0,1,1,0,17.591760129922577,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1997,94.0,1.0,18.197537205138154,3.033711521619207,0,1,1,0,1,2,1,1,0.0,19.111798809707626,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1999,105.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,0,1,1,0,19.43983466424984,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1996,88.0,1.0,18.197537205138154,3.033711521619207,0,1,1,1,0,2,1,1,0.0,19.065194253347208,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,85.0,1.0,18.197537205138154,3.329897704077289,0,0,1,0,0,2,1,1,17.05910754071581,17.748189484510814,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2018,96.0,1.0,18.197537205138154,3.402272072791921,0,0,1,0,4,2,1,1,18.290335731367684,20.115759133121603,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2025,105.0,1.0,18.197537205138154,3.2934445203657092,1,0,1,0,0,1,1,0,19.34029528983156,20.143687543231675,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2006,105.0,0.0,18.197537205138154,3.345934702987106,0,0,1,0,0,1,1,0,18.425146749935486,17.52562458084708,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2011,101.0,1.0,18.197537205138154,2.93762464274671,1,0,1,0,5,2,1,1,18.814078149169454,19.040745009116044,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
2008,105.0,1.0,18.197537205138154,3.0642949449912877,0,1,1,0,0,1,1,0,18.788991284025286,16.83796601524928,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1997,125.0,0.0,18.197537205138154,3.033711521619207,1,0,1,0,1,2,1,1,18.07498436393765,17.976442923559993,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
1998,102.0,1.0,18.197537205138154,3.033711521619207,1,0,1,0,0,1,1,0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
2002,85.0,0.0,18.197537205138154,3.033711521619207,1,0,1,0,1,2,1,1,0.0,17.60951709983022,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,97.0,0.0,18.197537205138154,3.033711521619207,1,0,1,0,1,2,1,1,19.265015686372962,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,125.0,0.0,18.197537205138154,3.033711521619207,0,0,1,0,3,2,1,1,17.40021387355962,19.086963572962713,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,105.0,0.0,18.197537205138154,3.033711521619207,1,0,1,0,0,1,1,0,18.499972767885367,18.751887244726774,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2025,105.0,0.0,18.197537205138154,3.6443543750725245,0,0,1,0,0,1,1,0,16.747376559802962,18.504876824200736,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2006,105.0,1.0,18.197537205138154,0.0,0,1,1,0,0,1,1,0,0.0,0.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2005,98.0,0.0,18.197537205138154,2.5295921391333,1,0,1,0,1,2,1,1,16.11951813874267,17.764207266436784,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1999,105.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,0,1,1,0,19.665123483713025,20.07056288332597,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2006,105.0,0.0,18.197537205138154,2.415337575461713,0,1,1,0,0,1,1,0,0.0,18.52229555680622,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2002,105.0,0.0,18.197537205138154,3.033711521619207,0,0,1,0,0,1,1,0,19.20281446582997,18.16167460032669,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1998,113.0,0.0,18.197537205138154,3.033711521619207,0,0,1,0,0,2,1,1,0.0,18.76290679309221,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1998,114.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,0,1,1,0,16.629006671077935,17.73816420384553,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,124.0,0.0,18.197537205138154,3.095431633777079,0,0,1,0,9,3,1,1,16.339856957669237,16.097955701368978,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
2005,105.0,0.0,18.197537205138154,2.8520108900237187,0,0,1,0,0,1,1,0,18.59796048418249,19.269548803788073,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2024,116.0,0.0,18.197537205138154,2.7806208939370456,0,0,1,1,3,2,1,1,0.0,20.629144566318494,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,105.0,0.0,18.197537205138154,3.2922461978736,0,0,1,0,0,1,1,0,18.802958515335142,19.511753338370223,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2000,91.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,2,2,1,1,0.0,18.617005957725468,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2009,105.0,0.0,18.197537205138154,2.925586664187231,0,0,1,0,0,1,1,0,18.76058019151525,18.909838471340784,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2001,101.0,0.0,18.197537205138154,3.033711521619207,1,0,1,0,1,2,1,1,18.76160913014019,18.6415486198804,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2005,105.0,0.0,18.197537205138154,2.392012902895304,1,0,1,0,0,1,1,0,17.007065767837634,17.9062835698809,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1996,103.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,1,2,1,1,18.158724259503025,0.0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2006,105.0,0.0,18.197537205138154,3.235510885372733,0,0,1,0,0,1,1,0,0.0,17.83171026461836,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2013,87.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,3,5,1,1,0.0,0.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,125.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,2,5,4,1,18.360550664069073,19.009516336315453,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
1996,115.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,1,2,1,1,18.463401871577197,17.34227983706989,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,105.0,0.0,18.197537205138154,3.647721381620429,0,0,1,0,0,1,1,0,18.232703743990132,19.21023624659218,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2025,105.0,1.0,18.197537205138154,3.033711521619207,0,0,1,0,0,1,1,0,0.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2014,102.0,0.0,18.197537205138154,2.899292423654544,0,0,1,0,2,3,1,1,18.291960885589045,20.026990193846732,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,118.0,0.0,18.197537205138154,3.033711521619207,1,0,1,0,0,2,1,1,0.0,0.0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,91.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,0,2,1,1,17.689950891109692,16.12513600937136,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,118.0,0.0,18.197537205138154,3.7856548356455892,0,1,1,0,4,2,1,1,19.220846762368183,18.95240560873529,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
2003,116.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,5,3,2,1,18.24967395788768,18.975791984753233,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,85.0,0.0,18.197537205138154,3.362836513789709,0,0,1,0,2,4,1,0,17.4825273563798,17.4825273563798,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
1998,96.0,0.0,18.197537205138154,3.033711521619207,0,1,1,1,0,3,1,1,16.859094924746394,19.32124851942467,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,105.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,0,1,1,0,19.8657363589553,20.337360882622452,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2000,106.0,0.0,18.197537205138154,3.033711521619207,0,1,1,0,0,1,1,0,0.0,19.469402266510865,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,125.0,0.0,18.197537205138154,3.476763583476789,0,1,1,0,5,2,1,1,18.671081297930073,18.27281581908224,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2007,94.0,0.0,18.197537205138154,3.033711521619207,0,0,1,1,0,2,1,1,0.0,0.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,105.0,0.0,18.197537205138154,2.9444389791664403,1,0,1,0,0,1,1,0,0.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2022,125.0,0.0,18.197537205138154,3.7529138159264854,0,0,1,0,2,3,1,1,17.43503577615642,18.164444903826983,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2005,105.0,0.0,18.197537205138154,1.8841327893590702,0,0,1,0,0,1,1,0,15.612723478507604,18.61662073909423,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2019,105.0,0.0,18.197537205138154,2.377153788491554,0,1,1,0,0,1,1,0,0.0,19.552662110223658,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1994,105.0,1.0,18.188748699215417,3.033711521619207,1,0,1,0,0,1,1,0,0.0,20.038186463928767,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2012,105.0,1.0,18.184958423089522,3.3194507141126337,0,0,1,0,0,1,1,0,18.543131836148493,17.600903154841966,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2011,90.0,0.0,18.184958423089522,2.899292423654544,0,1,1,0,3,2,1,1,18.409205164242987,18.545096861820703,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2001,105.0,1.0,18.17221939747438,3.033711521619207,0,1,1,0,0,1,1,0,18.60094379698361,18.852721579629044,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2024,105.0,1.0,18.17221939747438,3.6619060166123854,0,0,1,0,0,1,1,0,19.49920994597771,19.85877232436603,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2013,95.0,1.0,18.17221939747438,3.8109543418518608,0,0,1,1,2,2,1,1,0.0,19.282843337589732,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,124.0,1.0,18.17221939747438,3.033711521619207,0,0,1,1,2,2,1,1,18.78913963827711,19.554324864588033,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
2004,125.0,0.0,18.17221939747438,3.033711521619207,0,0,1,0,0,3,2,1,19.552307915385647,17.90094449923306,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
2003,105.0,1.0,18.17221939747438,3.033711521619207,1,0,1,0,0,1,1,0,18.692520656941454,18.54720689582284,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2004,114.0,0.0,18.17221939747438,3.033711521619207,1,0,1,1,1,3,1,1,17.4195049007471,18.679448463610075,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
2012,105.0,0.0,18.167077998040046,3.033711521619207,0,0,1,0,0,1,1,0,0.0,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2015,105.0,0.0,18.1657885072268,3.1041526192825235,1,0,1,0,0,1,1,0,20.26472187339018,18.533104931038444,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2017,106.0,0.0,18.1657885072268,2.1644347545132288,0,0,1,0,0,2,1,1,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,105.0,1.0,18.15931599280497,3.7268587021791526,1,0,1,0,0,1,1,0,18.286355730871048,19.07770126981966,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2013,98.0,1.0,18.1462439114085,3.738437372639699,1,0,1,1,3,2,1,1,20.115759133121596,18.390912578390605,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,107.0,1.0,18.1462439114085,3.033711521619207,1,0,1,1,0,2,1,1,17.659078646313198,17.907347058708012,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,109.0,0.0,18.1462439114085,3.4203672977698756,0,1,1,0,2,2,1,1,18.90586951112448,17.50128840872312,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
2000,105.0,0.0,18.1462439114085,3.033711521619207,1,0,1,0,0,1,1,0,0.0,18.99101408744357,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2024,105.0,1.0,18.13747835604757,2.8236803833974924,0,1,1,0,0,1,1,0,0.0,20.2686343541105,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2016,105.0,1.0,18.132998684833918,3.7574421255512327,1,0,1,0,0,1,1,0,20.406964766627425,20.019454808209787,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
1996,125.0,1.0,18.132998684833918,3.033711521619207,1,0,1,1,1,2,1,1,19.096507131915,19.096507131915,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,86.0,1.0,18.132998684833918,3.033711521619207,0,1,1,0,3,2,1,1,0.0,0.0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,108.0,1.0,18.132998684833918,4.1998663551966215,0,1,1,1,1,2,1,1,0.0,0.0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
2017,90.0,1.0,18.132998684833918,3.969073886604945,1,0,1,1,2,2,1,1,20.86933114089611,19.144010482662043,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,105.0,1.0,18.132998684833918,3.033711521619207,1,0,1,0,0,1,1,0,19.42912487777575,19.030510859259223,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2006,91.0,1.0,18.132998684833918,2.8813707970371887,0,0,1,1,1,2,1,1,19.575142845401523,19.323127175067466,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,86.0,1.0,18.132998684833918,3.640129611712216,1,0,1,1,2,2,1,1,18.842398814194066,19.244992410096057,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,125.0,1.0,18.132998684833918,3.033711521619207,1,0,1,1,3,2,1,1,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,102.0,1.0,18.132998684833918,3.0037644452512553,1,0,1,1,3,2,1,1,17.96176722120111,18.43290563489424,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2004,90.0,1.0,18.132998684833918,3.033711521619207,0,0,1,0,1,2,1,1,20.0150757673427,20.65482489847355,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000,104.0,1.0,18.132998684833918,3.033711521619207,1,0,1,1,4,2,1,1,17.355000890518262,0.0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,116.0,1.0,18.132998684833918,3.0807254863873834,0,0,1,1,6,2,1,1,0.0,19.309790235762996,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2008,110.0,1.0,18.132998684833918,3.2910464376816964,1,0,1,0,5,2,1,1,0.0,18.405296156021194,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,105.0,1.0,18.132998684833918,3.033711521619207,1,0,1,0,0,1,1,0,18.765955857030185,0.0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
2021,125.0,1.0,18.132998684833918,3.20849959688211,0,1,1,1,3,2,1,1,17.821073949245932,18.87220174476897,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2004,96.0,1.0,18.132998684833918,3.033711521619207,0,0,1,0,1,2,1,1,18.172506139855464,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11
2018,114.0,1.0,18.132998684833918,3.033711521619207,1,0,1,1,5,4,1,1,0.0,0.0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
2007,115.0,1.0,18.132998684833918,3.329897704077289,1,0,1,0,3,2,1,1,18.551239604015247,18.74044354591801,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
2013,116.0,1.0,18.132998684833918,2.9646077300500613,1,0,1,1,2,2,1,1,17.178907276751424,17.541088653249247,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
